"ChEMBL ID;""Name"";""Synonyms"";""Type"";""Max Phase"";""Molecular Weight"";""Targets"";""Bioactivities"";""AlogP"";""PSA"";""HBA"";""HBD"";""#RO5 Violations"";""#Rotatable Bonds"";""Passes Ro3"";""QED Weighted"";""CX ApKa"";""CX BpKa"";""CX LogP"";""CX LogD"";""Aromatic Rings"";""Structure Type"";""Inorganic Flag"";""Heavy Atoms"";""HBA Lipinski"";""HBD Lipinski"";""#RO5 Violations (Lipinski)"";""Molecular Weight (Monoisotopic)"";""Molecular Species"";""Molecular Formula"";""Smiles""",,,
"CHEMBL1201776;""TAPENTADOL"";""BN 200 (BASE)|BN-200|CG-5503|CG5503|CG5503 (BASE)|CG5503 IR|TAPENTADOL"";""Small molecule"";""4"";""221.34"";""6"";""24"";""3.08"";""23.47"";""2"";""1"";""0"";""5"";""N"";""0.83"";""10.28"";""9.60"";""2.96"";""1.07"";""1"";""MOL"";""0"";""16"";""2"";""1"";""0"";""221.1780"";""BASE"";""C14H23NO"";""CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C""",,,
"CHEMBL304902;""CLOTHIAPINE"";""CLOTHIAPINE|CLOTIAPINE|Clothiapine|HF-2159"";""Small molecule"";""4"";""343.88"";""25"";""52"";""4.13"";""18.84"";""4"";""0"";""0"";""0"";""N"";""0.72"";""None"";""7.23"";""4.15"";""3.92"";""2"";""MOL"";""0"";""23"";""3"";""0"";""0"";""343.0910"";""NEUTRAL"";""C18H18ClN3S"";""CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1""",,,
"CHEMBL1697766;""PERAZINE"";""PERAZINE|Perazine"";""Small molecule"";""3"";""339.51"";""10"";""42"";""3.93"";""9.72"";""4"";""0"";""0"";""4"";""N"";""0.83"";""None"";""8.01"";""3.78"";""3.08"";""2"";""MOL"";""0"";""24"";""3"";""0"";""0"";""339.1769"";""NEUTRAL"";""C20H25N3S"";""CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1""",,,
"CHEMBL3989752;""OXETORONE"";""OXETORONE"";""Small molecule"";""0"";""319.40"";"""";"""";""4.71"";""25.61"";""3"";""0"";""0"";""3"";""N"";""0.70"";""None"";""9.76"";""3.92"";""1.59"";""3"";""MOL"";""0"";""24"";""3"";""0"";""0"";""319.1572"";""BASE"";""C21H21NO2"";""CN(C)CCC=C1c2ccccc2OCc2c1oc1ccccc21""",,,
"CHEMBL1303;""ROTIGOTINE"";""Neupro|ROTIGOTINE|SPM 962|SPM-962"";""Small molecule"";""4"";""315.48"";""17"";""58"";""4.27"";""23.47"";""3"";""1"";""0"";""6"";""N"";""0.86"";""10.03"";""10.97"";""4.34"";""2.21"";""2"";""MOL"";""0"";""22"";""2"";""1"";""0"";""315.1657"";""BASE"";""C19H25NOS"";""CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1""",,,
"CHEMBL404216;""TOFISOPAM"";""TOFISOPAM"";""Small molecule"";""0"";""382.46"";""11"";""16"";""4.44"";""61.64"";""6"";""0"";""0"";""6"";""N"";""0.74"";""None"";""None"";""3.83"";""3.83"";""2"";""MOL"";""0"";""28"";""6"";""0"";""0"";""382.1893"";""NEUTRAL"";""C22H26N2O4"";""CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21""",,,
"CHEMBL70418;""CLOBAZAM"";""CLOBAZAM|FRISIUM|H 4723|H-4723|HR 376|HR-376|LM 2717|LM-2717|NSC-336279|ONFI|PERIZAM|SYMPAZAN|TAPCLOB|Urbanyl"";""Small molecule"";""4"";""300.75"";""12"";""56"";""3.37"";""40.62"";""2"";""0"";""0"";""1"";""N"";""0.76"";""5.82"";""None"";""2.55"";""0.97"";""2"";""MOL"";""0"";""21"";""4"";""0"";""0"";""300.0666"";""ACID"";""C16H13ClN2O2"";""CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21""",,,
"CHEMBL66092;""LAQUINIMOD"";""ABR-215062|ABR-215062 FREE ACID|LAQUINIMOD|TV-5600 FREE ACID"";""Small molecule"";""3"";""356.81"";""6"";""12"";""3.56"";""62.54"";""4"";""1"";""0"";""3"";""N"";""0.78"";""5.02"";""None"";""2.55"";""0.30"";""3"";""MOL"";""0"";""25"";""5"";""1"";""0"";""356.0928"";""ACID"";""C19H17ClN2O3"";""CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1""",,,
"CHEMBL796;""METHYLPHENIDATE"";""COTEMPLA XR-ODT|Concerta|Daytrana|METHYLPHENIDATE|Methylin"";""Small molecule"";""4"";""233.31"";""33"";""106"";""2.09"";""38.33"";""3"";""1"";""0"";""3"";""Y"";""0.81"";""None"";""9.09"";""2.25"";""0.57"";""1"";""MOL"";""0"";""17"";""3"";""1"";""0"";""233.1416"";""BASE"";""C14H19NO2"";""COC(=O)C(c1ccccc1)C1CCCCN1""",,,
"CHEMBL905;""RIZATRIPTAN"";""L-705126|MAXALT|MK-462|MK-462 FREE BASE|Maxalt|Maxalt-Mlt|RIZATRIPTAN|Rizatriptan"";""Small molecule"";""4"";""269.35"";""22"";""88"";""1.91"";""49.74"";""4"";""1"";""0"";""5"";""N"";""0.77"";""None"";""9.56"";""1.77"";""-0.37"";""3"";""MOL"";""0"";""20"";""5"";""1"";""0"";""269.1640"";""BASE"";""C15H19N5"";""CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12""",,,
"CHEMBL285802;""ZOTEPINE"";""ZOLEPTIL 100|ZOLEPTIL 25|ZOLEPTIL 50|ZOTEPINE"";""Small molecule"";""4"";""331.87"";""17"";""57"";""4.88"";""12.47"";""3"";""0"";""0"";""4"";""N"";""0.79"";""None"";""8.92"";""4.51"";""2.98"";""2"";""MOL"";""0"";""22"";""2"";""0"";""0"";""331.0798"";""BASE"";""C18H18ClNOS"";""CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21""",,,
"CHEMBL85231;""MEDIFOXAMINE"";""MEDIFOXAMINE"";""Small molecule"";""0"";""257.33"";""4"";""23"";""3.03"";""21.70"";""3"";""0"";""0"";""6"";""N"";""0.74"";""None"";""8.18"";""3.80"";""2.96"";""2"";""MOL"";""0"";""19"";""3"";""0"";""0"";""257.1416"";""NEUTRAL"";""C16H19NO2"";""CN(C)CC(Oc1ccccc1)Oc1ccccc1""",,,
"CHEMBL2106996;""OXAFLOZANE"";""OXAFLOZANE"";""Small molecule"";""0"";""273.30"";"""";"""";""3.49"";""12.47"";""2"";""0"";""0"";""2"";""N"";""0.82"";""None"";""7.20"";""3.41"";""3.20"";""1"";""MOL"";""0"";""19"";""2"";""0"";""0"";""273.1340"";""NEUTRAL"";""C14H18F3NO"";""CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1""",,,
"CHEMBL314437;""MEPTAZINOL"";""MEPTAZINOL"";""Small molecule"";""4"";""233.35"";""9"";""28"";""3.16"";""23.47"";""2"";""1"";""0"";""2"";""N"";""0.85"";""10.23"";""9.16"";""3.07"";""1.55"";""1"";""MOL"";""0"";""17"";""2"";""1"";""0"";""233.1780"";""BASE"";""C15H23NO"";""CCC1(c2cccc(O)c2)CCCCN(C)C1""",,,
"CHEMBL1522;""ESZOPICLONE"";""(S)-ZOPICLONE|(S)-Zopiclone|ESZOPICLONE|ESZOPICLONE CIV|GSK-1755165|Lunesta|ZOPICLONE S-FORM"";""Small molecule"";""4"";""388.82"";""23"";""78"";""1.57"";""91.76"";""7"";""0"";""0"";""2"";""N"";""0.77"";""8.04"";""6.86"";""0.52"";""0.59"";""2"";""MOL"";""0"";""27"";""9"";""0"";""0"";""388.1051"";""NEUTRAL"";""C17H17ClN6O3"";""CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1""",,,
"CHEMBL659;""GALANTAMINE"";""ACUMOR XL|CONSION XL|ELMINO XL|GALANTAMINE|GALANTHAMINE|GALSYA XL|GALZEMIC XL|GATALIN XL|GAZYLAN XL|Galantamine|LOTPROSIN XL|LUVENTA XL|NSC-100058|REMINYL XL|Razadyne|Reminyl|ZEEBRAL XL"";""Small molecule"";""4"";""287.36"";""163"";""1377"";""1.85"";""41.93"";""4"";""1"";""0"";""1"";""N"";""0.80"";""None"";""8.58"";""1.16"";""-0.04"";""1"";""MOL"";""0"";""21"";""4"";""1"";""0"";""287.1521"";""BASE"";""C17H21NO3"";""COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2""",,,
"CHEMBL45029;""MEPHOBARBITAL"";""ENPHENEMAL|MEPHOBARBITAL|METHYLPHENOBARBITAL|METHYLPHENOBARBITONE|Mebaral|Menta-Bal|Mephobarbital|PROMINAL"";""Small molecule"";""4"";""246.27"";""9"";""35"";""1.04"";""66.48"";""3"";""1"";""0"";""2"";""N"";""0.79"";""7.40"";""None"";""1.63"";""1.33"";""1"";""MOL"";""0"";""18"";""5"";""1"";""0"";""246.1004"";""NEUTRAL"";""C13H14N2O3"";""CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O""",,,
"CHEMBL64677;""DOXEFAZEPAM"";""DOXEFAZEPAM"";""Small molecule"";""0"";""348.76"";""2"";""4"";""1.97"";""73.13"";""4"";""2"";""0"";""3"";""N"";""0.89"";""10.67"";""None"";""2.24"";""2.24"";""2"";""MOL"";""0"";""24"";""5"";""2"";""0"";""348.0677"";""NEUTRAL"";""C17H14ClFN2O3"";""O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO""",,,
"CHEMBL1373;""MODAFINIL"";""CEP 1538|CEP-1538|CRC-40476|CRL 40476|CRL-40476|DEP-1538|MODAFINIL|MODAFINIL CIV|Provigil|THN-102 COMPONENT MODAFINIL|THN102 COMPONENT MODAFINIL"";""Small molecule"";""4"";""273.36"";""141"";""834"";""2.01"";""60.16"";""2"";""1"";""0"";""5"";""N"";""0.91"";""8.84"";""None"";""1.53"";""1.52"";""2"";""MOL"";""0"";""19"";""3"";""2"";""0"";""273.0823"";""NEUTRAL"";""C15H15NO2S"";""NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1""",,,
"CHEMBL485253;""METHYSERGIDE"";""DESERIL|METHYSERGIDE"";""Small molecule"";""4"";""353.47"";""38"";""92"";""1.94"";""57.50"";""4"";""2"";""0"";""4"";""N"";""0.88"";""None"";""7.83"";""1.82"";""1.25"";""2"";""MOL"";""0"";""26"";""5"";""2"";""0"";""353.2103"";""NEUTRAL"";""C21H27N3O2"";""CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1""",,,
"CHEMBL1618340;""CITICOLINE"";""CITICOLINE|IP 302|IP-302|NSC-122002"";""Small molecule"";""3"";""489.34"";""5"";""9"";""-1.60"";""212.89"";""12"";""5"";""1"";""10"";""N"";""0.19"";""1.84"";""None"";""-7.11"";""-7.45"";""1"";""MOL"";""0"";""31"";""15"";""6"";""2"";""489.1146"";""ACID"";""C14H27N4O11P2+"";""C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O""",,,
"CHEMBL967;""TEMAZEPAM"";""KENTEPAM|NORMISON|NSC-246303|Restoril|TEMAZ|TEMAZEPAM|TEMAZEPAM CIV|WY-3917"";""Small molecule"";""4"";""300.75"";""18"";""76"";""2.47"";""52.90"";""3"";""1"";""0"";""1"";""N"";""0.88"";""10.68"";""None"";""2.79"";""2.79"";""2"";""MOL"";""0"";""21"";""4"";""1"";""0"";""300.0666"";""NEUTRAL"";""C16H13ClN2O2"";""CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21""",,,
"CHEMBL3989843;""TRANYLCYPROMINE"";""NSC-80664|TRANYLCYPROMINE"";""Small molecule"";""4"";""266.39"";""35"";""192"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""266.1783"";""None"";""C18H22N2"";""N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1""",,,
"CHEMBL58323;""ERLOSAMIDE"";""ADD 243037|ADD-243037|ERLOSAMIDE|LACOSAMIDE|SPM 927|SPM-927|VIMPAT"";""Small molecule"";""4"";""250.30"";""32"";""218"";""0.45"";""67.43"";""3"";""2"";""0"";""6"";""N"";""0.77"";""12.46"";""None"";""-0.02"";""-0.02"";""1"";""MOL"";""0"";""18"";""5"";""2"";""0"";""250.1317"";""NEUTRAL"";""C13H18N2O3"";""COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1""",,,
"CHEMBL2104149;""BEZITRAMIDE"";""BEZITRAMIDE|R 4845"";""Small molecule"";""0"";""492.62"";"""";"""";""5.39"";""71.03"";""6"";""0"";""1"";""7"";""N"";""0.35"";""None"";""8.32"";""4.79"";""3.83"";""4"";""MOL"";""0"";""37"";""6"";""0"";""1"";""492.2525"";""NEUTRAL"";""C31H32N4O2"";""CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21""",,,
"CHEMBL1567463;""CHOLINE ALFOSCERATE"";""CHOLINE ALFOSCERATE|CHOLINE GLYCEROPHOSPHATE"";""Small molecule"";""3"";""257.22"";""113"";""273"";""-1.45"";""99.05"";""6"";""2"";""0"";""8"";""N"";""0.41"";""1.86"";""None"";""-5.73"";""-3.70"";""0"";""MOL"";""0"";""16"";""7"";""2"";""0"";""257.1028"";""ACID"";""C8H20NO6P"";""C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO""",,,
"CHEMBL87708;""LOFEPRAMINE"";""LOFEPRAMINE"";""Small molecule"";""4"";""418.97"";""43"";""76"";""5.78"";""23.55"";""3"";""0"";""1"";""7"";""N"";""0.45"";""None"";""6.53"";""6.11"";""6.06"";""3"";""MOL"";""0"";""30"";""3"";""0"";""1"";""418.1812"";""NEUTRAL"";""C26H27ClN2O"";""CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1""",,,
"CHEMBL970;""HALAZEPAM"";""HALAZEPAM|Paxipam|SCH 12041|SCH-12041"";""Small molecule"";""4"";""352.74"";""23"";""40"";""4.09"";""32.67"";""2"";""0"";""0"";""2"";""N"";""0.80"";""None"";""2.33"";""4.03"";""4.03"";""2"";""MOL"";""0"";""24"";""3"";""0"";""0"";""352.0590"";""NEUTRAL"";""C17H12ClF3N2O"";""O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F""",,,
"CHEMBL549;""CITALOPRAM"";""CITALOPRAM|Celexa|Citalopram"";""Small molecule"";""4"";""324.40"";""154"";""984"";""3.81"";""36.26"";""3"";""0"";""0"";""5"";""N"";""0.84"";""None"";""9.78"";""3.76"";""1.41"";""2"";""MOL"";""0"";""24"";""3"";""0"";""0"";""324.1638"";""BASE"";""C20H21FN2O"";""CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21""",,,
"CHEMBL1201222;""LISDEXAMFETAMINE"";""LISDEXAMFETAMINE"";""Small molecule"";""4"";""263.38"";""1"";""2"";""1.19"";""81.14"";""3"";""3"";""0"";""8"";""N"";""0.62"";""None"";""10.21"";""1.14"";""-2.54"";""1"";""MOL"";""0"";""19"";""4"";""5"";""0"";""263.1998"";""BASE"";""C15H25N3O"";""C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN""",,,
"CHEMBL1875805;""ACETYLLEUCINE"";""ACETYLLEUCINE"";""Small molecule"";""0"";""173.21"";""4"";""4"";""0.62"";""66.40"";""2"";""2"";""0"";""4"";""N"";""0.65"";""4.20"";""None"";""0.49"";""-2.54"";""0"";""MOL"";""0"";""12"";""4"";""2"";""0"";""173.1052"";""ACID"";""C8H15NO3"";""CC(=O)NC(CC(C)C)C(=O)O""",,,
"CHEMBL10878;""AGOMELATINE"";""AGOMELATINE|VALDOXAN"";""Small molecule"";""4"";""243.31"";""23"";""136"";""2.53"";""38.33"";""2"";""1"";""0"";""4"";""N"";""0.90"";""None"";""None"";""2.04"";""2.04"";""2"";""MOL"";""0"";""18"";""3"";""1"";""0"";""243.1259"";""NEUTRAL"";""C15H17NO2"";""COc1ccc2cccc(CCNC(C)=O)c2c1""",,,
"CHEMBL39560;""ACEPROMAZINE"";""ACEPROMAZINE|Acezine 2|Atravet"";""Small molecule"";""0"";""326.47"";""23"";""50"";""4.44"";""23.55"";""4"";""0"";""0"";""5"";""N"";""0.76"";""None"";""8.50"";""3.49"";""2.36"";""2"";""MOL"";""0"";""23"";""3"";""0"";""0"";""326.1453"";""NEUTRAL"";""C19H22N2OS"";""CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2""",,,
"CHEMBL72;""DESIPRAMINE"";""DESIPRAMINE|Desipramine"";""Small molecule"";""4"";""266.39"";""186"";""793"";""3.53"";""15.27"";""2"";""1"";""0"";""4"";""N"";""0.85"";""None"";""10.02"";""3.90"";""1.37"";""2"";""MOL"";""0"";""20"";""2"";""1"";""0"";""266.1783"";""BASE"";""C18H22N2"";""CNCCCN1c2ccccc2CCc2ccccc21""",,,
"CHEMBL715;""OLANZAPINE"";""ARKOLAMYL|LY-170053|LY170053|OLANZAPINE|ZALASTA|ZYPREXA ZYDIS|Zyprexa"";""Small molecule"";""4"";""312.44"";""185"";""1245"";""3.44"";""30.87"";""5"";""1"";""0"";""0"";""N"";""0.81"";""13.17"";""7.24"";""3.39"";""3.16"";""2"";""MOL"";""0"";""22"";""4"";""1"";""0"";""312.1409"";""NEUTRAL"";""C17H20N4S"";""Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1""",,,
"CHEMBL2110816;""BUTRIPTYLINE"";""BUTRIPTYLINE|EVADENE|EVADYNE"";""Small molecule"";""4"";""293.45"";""1"";""17"";""4.50"";""3.24"";""1"";""0"";""0"";""4"";""N"";""0.80"";""None"";""10.01"";""5.44"";""2.89"";""2"";""MOL"";""0"";""22"";""1"";""0"";""0"";""293.2143"";""BASE"";""C21H27N"";""CC(CC1c2ccccc2CCc2ccccc21)CN(C)C""",,,
"CHEMBL1482;""BETHANECHOL"";""BETHANECHOL|Bethanechol"";""Small molecule"";""4"";""161.22"";""18"";""43"";""0.18"";""52.32"";""2"";""1"";""0"";""3"";""Y"";""0.60"";""None"";""None"";""-4.14"";""-4.14"";""0"";""MOL"";""0"";""11"";""4"";""2"";""0"";""161.1285"";""NEUTRAL"";""C7H17N2O2+"";""CC(C[N+](C)(C)C)OC(N)=O""",,,
"CHEMBL346977;""FONAZINE"";""BANISTYL|DIMETOTIAZINE"";""Small molecule"";""4"";""391.56"";""3"";""6"";""3.49"";""43.86"";""5"";""0"";""0"";""5"";""N"";""0.78"";""None"";""8.99"";""3.34"";""1.74"";""2"";""MOL"";""0"";""26"";""5"";""0"";""0"";""391.1388"";""BASE"";""C19H25N3O2S2"";""CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C""",,,
"CHEMBL641;""ATOMOXETINE"";""ATOMOXETINE|Atomoxetine|Strattera"";""Small molecule"";""4"";""255.36"";""40"";""160"";""3.72"";""21.26"";""2"";""1"";""0"";""6"";""N"";""0.85"";""None"";""9.80"";""3.81"";""1.46"";""2"";""MOL"";""0"";""19"";""2"";""1"";""0"";""255.1623"";""BASE"";""C17H21NO"";""CNCC[C@@H](Oc1ccccc1C)c1ccccc1""",,,
"CHEMBL646;""TRIAZOLAM"";""Halcion|KENTION|N05CD05|TRIAZOLAM|TRIAZOLAM CIV|U-33","030|U-33030"";""Small molecule"";""4"";""343.22"";""53"";""1592"";""4.23"";""43.07"";""4"";""0"";""0"";""1"";""N"";""0.66"";""None"";""4.26"";""3.63"";""3.63"";""3"";""MOL"";""0"";""23"";""4"";""0"";""0"";""342.0439"";""NEUTRAL"";""C17H12Cl2N4"";""Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2""",,
"CHEMBL334491;""BUDIPINE"";""BUDIPINE"";""Small molecule"";""0"";""293.45"";""4"";""6"";""4.87"";""3.24"";""1"";""0"";""0"";""2"";""N"";""0.76"";""None"";""9.99"";""4.95"";""2.41"";""2"";""MOL"";""0"";""22"";""1"";""0"";""0"";""293.2143"";""BASE"";""C21H27N"";""CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1""",,,
"CHEMBL279816;""TRICHLOROETHYLENE"";""Chlorylen|TRICHLOROETHYLENE|TRILENE"";""Small molecule"";""4"";""131.39"";""18"";""196"";""2.50"";""0.00"";""0"";""0"";""0"";""0"";""Y"";""0.47"";""None"";""None"";""2.18"";""2.18"";""0"";""MOL"";""0"";""5"";""0"";""0"";""0"";""129.9144"";""None"";""C2HCl3"";""ClC=C(Cl)Cl""",,,
"CHEMBL1200790;""METHYPRYLON"";""METHYPRYLON|Noludar"";""Small molecule"";""4"";""183.25"";""4"";""23"";""1.13"";""46.17"";""2"";""1"";""0"";""2"";""Y"";""0.65"";""None"";""None"";""1.88"";""1.88"";""0"";""MOL"";""0"";""13"";""3"";""1"";""0"";""183.1259"";""NEUTRAL"";""C10H17NO2"";""CCC1(CC)C(=O)NCC(C)C1=O""",,,
"CHEMBL488093;""PYRITINOL"";""PYRITHIOXINE|PYRITHIOXINE HYDROCHLORIDE|PYRITINOL"";""Small molecule"";""3"";""368.48"";""7"";""26"";""2.57"";""106.70"";""8"";""4"";""0"";""7"";""N"";""0.44"";""9.14"";""6.02"";""0.43"";""0.40"";""2"";""MOL"";""0"";""24"";""6"";""4"";""0"";""368.0864"";""NEUTRAL"";""C16H20N2O4S2"";""Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O""",,,
"CHEMBL797;""PHENSUXIMIDE"";""Milontin|PHENSUXIMIDE|Phensuximide"";""Small molecule"";""4"";""189.21"";""11"";""27"";""1.16"";""37.38"";""2"";""0"";""0"";""1"";""Y"";""0.62"";""None"";""None"";""0.91"";""0.91"";""1"";""MOL"";""0"";""14"";""3"";""0"";""0"";""189.0790"";""NEUTRAL"";""C11H11NO2"";""CN1C(=O)CC(c2ccccc2)C1=O""",,,
"CHEMBL42;""CLOZAPINE"";""CLOZAPINE|CLOZAPINE RESOLUTION MIXTURE|Clozaril|FAZACLO ODT|Fazaclo|HF 1854|HF-1854|VERSACLOZ|ZAPONEX"";""Small molecule"";""4"";""326.83"";""284"";""2453"";""3.72"";""30.87"";""4"";""1"";""0"";""0"";""N"";""0.80"";""None"";""7.35"";""3.40"";""3.12"";""2"";""MOL"";""0"";""23"";""4"";""1"";""0"";""326.1298"";""NEUTRAL"";""C18H19ClN4"";""CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1""",,,
"CHEMBL441;""THIOPENTAL"";""THIOPENTAL|THIOPENTAL CIII|Thiopental"";""Small molecule"";""4"";""242.34"";""26"";""80"";""1.35"";""58.20"";""3"";""2"";""0"";""4"";""N"";""0.58"";""7.20"";""None"";""2.78"";""2.38"";""0"";""MOL"";""0"";""16"";""4"";""2"";""0"";""242.1089"";""NEUTRAL"";""C11H18N2O2S"";""CCCC(C)C1(CC)C(=O)NC(=S)NC1=O""",,,
"CHEMBL741;""LAMOTRIGINE"";""BW 430C|BW-430C|LAMICTAL CD|LAMICTAL ODT|LAMICTAL XR|LAMOTRIGINE|Lamictal"";""Small molecule"";""4"";""256.10"";""172"";""951"";""2.01"";""90.71"";""5"";""2"";""0"";""1"";""N"";""0.81"";""None"";""5.89"";""1.93"";""1.91"";""2"";""MOL"";""0"";""16"";""5"";""4"";""0"";""255.0079"";""NEUTRAL"";""C9H7Cl2N5"";""Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1""",,,
"CHEMBL1722501;""PYRITHYLDIONE"";""PYRITHYLDIONE"";""Small molecule"";""0"";""167.21"";""13"";""19"";""1.01"";""46.17"";""2"";""1"";""0"";""2"";""Y"";""0.62"";""13.04"";""None"";""1.56"";""1.56"";""0"";""MOL"";""0"";""12"";""3"";""1"";""0"";""167.0946"";""NEUTRAL"";""C9H13NO2"";""CCC1(CC)C(=O)C=CNC1=O""",,,
"CHEMBL89598;""VIGABATRIN"";""CPP-109|GAMMA-VINYL GABA|MDL 71","754|MDL-71754|RMI-71754|Sabril|VIGABATRIN|VINYL GAMMA-AMINOBUTYRIC ACID"";""Small molecule"";""4"";""129.16"";""30"";""127"";""0.36"";""63.32"";""2"";""2"";""0"";""4"";""N"";""0.54"";""4.61"";""9.91"";""-2.09"";""-2.09"";""0"";""MOL"";""0"";""9"";""3"";""3"";""0"";""129.0790"";""ZWITTERION"";""C6H11NO2"";""C=CC(N)CCC(=O)O""",,
"CHEMBL19019;""NALTREXONE"";""Celupan|EN-1639A|EN-1639A FREE BASE|EN-1639A [AS HYDROCHLORIDE]|NALTREXONE|Revia|Trexal|Trexan|Vivitrol"";""Small molecule"";""4"";""341.41"";""147"";""973"";""1.53"";""70.00"";""5"";""2"";""0"";""2"";""N"";""0.85"";""10.11"";""8.88"";""1.36"";""0.13"";""1"";""MOL"";""0"";""25"";""5"";""2"";""0"";""341.1627"";""BASE"";""C20H23NO4"";""O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5""",,,
"CHEMBL661;""ALPRAZOLAM"";""ALPRAZOLAM|ALPRAZOLAM CIV|Niravam|U 31",889|U-31,"889|U-31889|XANAX XR|Xanax"";""Small molecule"";""4"";""308.77"";""159"";""807"";""3.58"";""43.07"";""4"";""0"";""0"";""1"";""N"";""0.69"";""None"";""5.01"";""3.02"";""3.02"";""3"";""MOL"";""0"";""22"";""4"";""0"";""0"";""308.0829"";""NEUTRAL"";""C17H13ClN4"";""Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2""",
"CHEMBL3833389;""DEXTROMORAMIDE"";""DEXTROMORAMIDE"";""Small molecule"";""4"";""392.54"";"""";"""";""3.71"";""32.78"";""3"";""0"";""0"";""6"";""N"";""0.75"";""None"";""7.67"";""3.80"";""3.35"";""2"";""MOL"";""0"";""29"";""4"";""0"";""0"";""392.2464"";""NEUTRAL"";""C25H32N2O2"";""C[C@@H](CC(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1)N1CCOCC1""",,,
"CHEMBL1201203;""BENZTROPINE"";""BENZATROPINE|BENZTROPINE|NK-02"";""Small molecule"";""4"";""307.44"";""126"";""363"";""4.42"";""12.47"";""2"";""0"";""0"";""4"";""N"";""0.83"";""None"";""9.54"";""4.19"";""2.06"";""2"";""MOL"";""0"";""23"";""2"";""0"";""0"";""307.1936"";""BASE"";""C21H25NO"";""CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2""",,,
"CHEMBL2110959;""METABUTETHAMINE"";""METABUTETHAMINE"";""Small molecule"";""0"";""236.31"";"""";"""";""1.67"";""64.35"";""4"";""2"";""0"";""6"";""N"";""0.45"";""None"";""9.67"";""2.03"";""-0.20"";""1"";""MOL"";""0"";""17"";""4"";""3"";""0"";""236.1525"";""BASE"";""C13H20N2O2"";""CC(C)CNCCOC(=O)c1cccc(N)c1""",,,
"CHEMBL1095282;""CAMAZEPAM"";""CAMAZEPAM"";""Small molecule"";""0"";""371.82"";""3"";""20"";""3.18"";""62.21"";""4"";""0"";""0"";""2"";""N"";""0.81"";""None"";""None"";""3.34"";""3.34"";""2"";""MOL"";""0"";""26"";""6"";""0"";""0"";""371.1037"";""NEUTRAL"";""C19H18ClN3O3"";""CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O""",,,
